i	XD	ThetaCalc	ThetaE	xE	rE	Err
93	1.46619	6.68959	10.4456	1.46619	0.698717	0.561464
94	1.48505	6.44603	10.3024	1.48505	0.694517	0.59826
95	1.49728	6.28276	10.2054	1.49728	0.691797	0.624348
96	1.50709	6.16053	10.1378	1.50709	0.689616	0.64561
97	1.51793	6.01888	10.057	1.51793	0.687207	0.670917
98	1.5283	5.88796	9.98541	1.5283	0.684907	0.695904
99	1.53854	5.75511	9.91182	1.53854	0.682636	0.722265
100	1.54811	5.63332	9.84624	1.54811	0.680515	0.747858
101	1.55797	5.50519	9.77674	1.55797	0.67833	0.775914
102	1.57111	5.3365	9.68732	1.57111	0.675423	0.815295
103	1.58067	5.21206	9.62137	1.58067	0.67331	0.845984
104	1.58993	5.09222	9.55887	1.58993	0.671265	0.877154
105	1.59929	4.96963	9.49495	1.59929	0.669198	0.910593
106	1.61512	4.76271	9.38882	1.61512	0.665703	0.971318
107	1.62427	4.642	9.32727	1.62427	0.663685	1.00932
108	1.63325	4.52374	9.26767	1.63325	0.661707	1.04867
109	1.64225	4.40415	9.20759	1.64225	0.659723	1.09066
110	1.65112	4.28644	9.14908	1.65112	0.65777	1.13443
111	1.66078	4.15722	9.08515	1.66078	0.655642	1.18539
112	1.66959	4.03931	9.02737	1.66959	0.653704	1.23488
113	1.67838	3.92102	8.96972	1.67838	0.651771	1.2876
114	1.68708	3.80354	8.91294	1.68708	0.649857	1.34333
115	1.69576	3.68583	8.85639	1.69576	0.647948	1.40282
116	1.70824	3.51607	8.77559	1.70824	0.645206	1.49585
117	1.71685	3.39824	8.71994	1.71685	0.643314	1.56602
118	1.7254	3.28089	8.66495	1.7254	0.641435	1.64104
119	1.73392	3.16341	8.61024	1.73392	0.639562	1.72182
120	1.74239	3.04628	8.55611	1.74239	0.637702	1.8087
121	1.75771	2.83317	8.45851	1.75771	0.634337	1.98553
122	1.76612	2.71552	8.40518	1.76612	0.632489	2.09524
123	1.7745	2.5979	8.35222	1.7745	0.630648	2.21499
124	1.78284	2.48034	8.29965	1.78284	0.628816	2.34617
125	1.79115	2.36276	8.24743	1.79115	0.62699	2.49059
126	1.79943	2.2452	8.19556	1.79943	0.625172	2.65026
127	1.80931	2.10438	8.13392	1.80931	0.623002	2.86524
128	1.81757	1.9861	8.08254	1.81757	0.621188	3.06956
129	1.82579	1.86786	8.03154	1.82579	0.619381	3.29986
130	1.83399	1.74951	7.98082	1.83399	0.617579	3.56174
131	1.84216	1.63115	7.93045	1.84216	0.615783	3.86189
132	1.85031	1.51268	7.88041	1.85031	0.613992	4.20955
133	1.86319	1.3244	7.80154	1.86319	0.61116	4.89064
134	1.87132	1.20498	7.75198	1.87132	0.609372	5.43326
135	1.87942	1.08561	7.70279	1.87942	0.607591	6.09538
136	1.8875	0.965998	7.65383	1.8875	0.605813	6.92324
137	1.89555	0.846338	7.6052	1.89555	0.604041	7.98601
138	1.90359	0.726448	7.5568	1.90359	0.602272	9.40239
139	1.91951	0.487526	7.46139	1.91951	0.598764	14.3046
140	1.92753	0.366465	7.41353	1.92753	0.596997	19.2299
141	1.93552	0.245402	7.36603	1.93552	0.595236	29.0162
142	1.9435	0.123996	7.3187	1.9435	0.593476	58.0238
143	1.95146	0.00253772	7.27171	1.95146	0.591721	2864.45
144	1.9594	-0.119223	7.22494	1.9594	0.589968	61.6004
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.236963	17.1855	17.1869	0.236963	1.03554	8.18811e-05
2	0.245476	17.1368	17.1591	0.245476	1.03255	0.0013
3	0.254213	17.0859	17.1288	0.254213	1.0295	0.00251207
4	0.263175	17.0328	17.0962	0.263175	1.02638	0.00372084
5	0.272359	16.9776	17.0614	0.272359	1.0232	0.00493559
6	0.281766	16.9202	17.0244	0.281766	1.01995	0.0061579
7	0.291392	16.8607	16.9852	0.291392	1.01665	0.0073861
8	0.301237	16.7991	16.944	0.301237	1.01328	0.00862715
9	0.311298	16.7355	16.901	0.311298	1.00986	0.00988816
10	0.321574	16.6698	16.856	0.321574	1.00638	0.0111645
11	0.332062	16.6022	16.8091	0.332062	1.00284	0.0124629
12	0.34276	16.5325	16.7605	0.34276	0.999254	0.0137911
13	0.353666	16.4609	16.7102	0.353666	0.995614	0.0151439
14	0.364778	16.3874	16.6582	0.364778	0.991924	0.016529
15	0.376094	16.3119	16.6047	0.376094	0.988186	0.0179513
16	0.387611	16.2345	16.5495	0.387611	0.984401	0.0194063
17	0.399328	16.1552	16.4929	0.399328	0.980571	0.0209051
18	0.411242	16.074	16.4348	0.411242	0.976698	0.0224455
19	0.423352	15.9908	16.375	0.423352	0.972782	0.0240269
20	0.435656	15.9058	16.314	0.435656	0.968826	0.0256624
21	0.448153	15.8189	16.2514	0.448153	0.964831	0.0273425
22	0.46084	15.73	16.1874	0.46084	0.960797	0.0290765
23	0.473718	15.6392	16.1219	0.473718	0.956727	0.0308653
24	0.486784	15.5463	16.0548	0.486784	0.952622	0.032707
25	0.500038	15.4516	15.9864	0.500038	0.948482	0.0346136
26	0.513479	15.3547	15.9163	0.513479	0.944309	0.0365764
27	0.527107	15.2558	15.8448	0.527107	0.940104	0.0386074
28	0.54092	15.1548	15.7717	0.54092	0.935867	0.0407029
29	0.554919	15.0517	15.697	0.554919	0.9316	0.0428687
30	0.569102	14.9464	15.6206	0.569102	0.927303	0.0451087
31	0.583471	14.8389	15.5426	0.583471	0.922978	0.0474227
32	0.598024	14.7291	15.4629	0.598024	0.918625	0.0498208
33	0.612762	14.617	15.3815	0.612762	0.914245	0.052299
34	0.627684	14.5026	15.2984	0.627684	0.909838	0.0548716
35	0.642791	14.3857	15.2134	0.642791	0.905405	0.0575327
36	0.658081	14.2665	15.1268	0.658081	0.900948	0.0602996
37	0.673556	14.1447	15.0382	0.673556	0.896466	0.0631664
38	0.689214	14.0205	14.9479	0.689214	0.89196	0.0661509
39	0.705055	13.8936	14.8557	0.705055	0.887432	0.0692492
40	0.721079	13.7642	14.7618	0.721079	0.882881	0.0724801
41	0.737284	13.6321	14.6659	0.737284	0.878309	0.0758412
42	0.753671	13.4973	14.5683	0.753671	0.873716	0.0793519
43	0.770238	13.3598	14.4688	0.770238	0.869103	0.0830125
44	0.786551	13.2283	14.3789	0.786551	0.86459	0.0869821
45	0.802184	13.1098	14.3068	0.802184	0.860295	0.0912995
46	0.817949	12.9877	14.2306	0.817949	0.855992	0.095703
47	0.833573	12.8675	14.1578	0.833573	0.851757	0.100279
48	0.849608	12.7396	14.0768	0.849608	0.847439	0.104967
49	0.865467	12.6147	14.0007	0.865467	0.843197	0.109866
50	0.881886	12.4798	13.9138	0.881886	0.838834	0.114911
51	0.897954	12.3512	13.8358	0.897954	0.834593	0.120199
52	0.914557	12.2127	13.7476	0.914557	0.83024	0.12568
53	0.931226	12.073	13.6594	0.931226	0.825899	0.1314
54	0.947835	11.9342	13.5736	0.947835	0.821601	0.137368
55	0.964983	11.7854	13.4779	0.964983	0.817193	0.143612
56	0.981827	11.6417	13.3893	0.981827	0.812892	0.150118
57	0.998872	11.4939	13.2976	0.998872	0.808567	0.156925
58	1.01558	11.3517	13.2132	1.01558	0.804356	0.16398
59	1.03289	11.1978	13.1174	1.03289	0.80002	0.171435
60	1.04974	11.0513	13.0309	1.04974	0.795825	0.179125
61	1.06705	10.8957	12.936	1.06705	0.791546	0.187255
62	1.08412	10.7434	12.8456	1.08412	0.787351	0.195681
63	1.10176	10.5794	12.7447	1.10176	0.783042	0.204667
64	1.11908	10.4202	12.6497	1.11908	0.778839	0.213963
65	1.13667	10.2543	12.5493	1.13667	0.774592	0.223808
66	1.15388	10.0941	12.4556	1.15388	0.770464	0.233951
67	1.17163	9.9222	12.3517	1.17163	0.76623	0.244858
68	1.18971	9.74277	12.2419	1.18971	0.761942	0.256514
69	1.20711	9.57349	12.1428	1.20711	0.757836	0.268378
70	1.22491	9.39493	12.0361	1.22491	0.753659	0.281131
71	1.24238	9.22005	11.9339	1.24238	0.749579	0.294342
72	1.26019	9.0368	11.8251	1.26019	0.745444	0.308553
73	1.27767	8.85645	11.7198	1.27767	0.741401	0.323309
74	1.29443	8.67706	11.6125	1.29443	0.737543	0.3383
75	1.29748	8.63934	11.5868	1.29748	0.736844	0.341169
76	1.30334	8.5691	11.5405	1.30334	0.735498	0.34676
77	1.31114	8.48284	11.4882	1.31114	0.733711	0.354289
78	1.32183	8.36342	11.4158	1.32183	0.731266	0.364966
79	1.33473	8.22331	11.3343	1.33473	0.728323	0.378315
80	1.34157	8.14279	11.284	1.34157	0.726765	0.385771
81	1.35021	8.04201	11.2221	1.35021	0.7248	0.395441
82	1.35721	7.96215	11.1745	1.35721	0.723211	0.403458
83	1.36863	7.8325	11.0984	1.36863	0.720622	0.416971
84	1.37615	7.74682	11.0484	1.37615	0.718919	0.426191
85	1.39064	7.58366	10.9555	1.39064	0.715647	0.44462
86	1.39907	7.48528	10.8981	1.39907	0.713748	0.455937
87	1.40751	7.38815	10.8427	1.40751	0.711851	0.467574
88	1.41716	7.27545	10.7781	1.41716	0.709681	0.481438
89	1.42607	7.17045	10.718	1.42607	0.707684	0.49474
90	1.43495	7.06542	10.6582	1.43495	0.705695	0.508505
91	1.4476	6.91564	10.5739	1.4476	0.702865	0.528987
92	1.45672	6.80577	10.5118	1.45672	0.700828	0.544538
93	1.46619	6.68959	10.4456	1.46619	0.698717	0.561464
94	1.48505	6.44603	10.3024	1.48505	0.694517	0.59826
95	1.49728	6.28276	10.2054	1.49728	0.691797	0.624348
96	1.50709	6.16053	10.1378	1.50709	0.689616	0.64561
97	1.51793	6.01888	10.057	1.51793	0.687207	0.670917
98	1.5283	5.88796	9.98541	1.5283	0.684907	0.695904
99	1.53854	5.75511	9.91182	1.53854	0.682636	0.722265
100	1.54811	5.63332	9.84624	1.54811	0.680515	0.747858
101	1.55797	5.50519	9.77674	1.55797	0.67833	0.775914
102	1.57111	5.3365	9.68732	1.57111	0.675423	0.815295
103	1.58067	5.21206	9.62137	1.58067	0.67331	0.845984
104	1.58993	5.09222	9.55887	1.58993	0.671265	0.877154
105	1.59929	4.96963	9.49495	1.59929	0.669198	0.910593
106	1.61512	4.76271	9.38882	1.61512	0.665703	0.971318
107	1.62427	4.642	9.32727	1.62427	0.663685	1.00932
108	1.63325	4.52374	9.26767	1.63325	0.661707	1.04867
109	1.64225	4.40415	9.20759	1.64225	0.659723	1.09066
110	1.65112	4.28644	9.14908	1.65112	0.65777	1.13443
111	1.66078	4.15722	9.08515	1.66078	0.655642	1.18539
112	1.66959	4.03931	9.02737	1.66959	0.653704	1.23488
113	1.67838	3.92102	8.96972	1.67838	0.651771	1.2876
114	1.68708	3.80354	8.91294	1.68708	0.649857	1.34333
115	1.69576	3.68583	8.85639	1.69576	0.647948	1.40282
116	1.70824	3.51607	8.77559	1.70824	0.645206	1.49585
117	1.71685	3.39824	8.71994	1.71685	0.643314	1.56602
118	1.7254	3.28089	8.66495	1.7254	0.641435	1.64104
119	1.73392	3.16341	8.61024	1.73392	0.639562	1.72182
120	1.74239	3.04628	8.55611	1.74239	0.637702	1.8087
121	1.75771	2.83317	8.45851	1.75771	0.634337	1.98553
122	1.76612	2.71552	8.40518	1.76612	0.632489	2.09524
123	1.7745	2.5979	8.35222	1.7745	0.630648	2.21499
124	1.78284	2.48034	8.29965	1.78284	0.628816	2.34617
125	1.79115	2.36276	8.24743	1.79115	0.62699	2.49059
126	1.79943	2.2452	8.19556	1.79943	0.625172	2.65026
127	1.80931	2.10438	8.13392	1.80931	0.623002	2.86524
128	1.81757	1.9861	8.08254	1.81757	0.621188	3.06956
129	1.82579	1.86786	8.03154	1.82579	0.619381	3.29986
130	1.83399	1.74951	7.98082	1.83399	0.617579	3.56174
131	1.84216	1.63115	7.93045	1.84216	0.615783	3.86189
132	1.85031	1.51268	7.88041	1.85031	0.613992	4.20955
133	1.86319	1.3244	7.80154	1.86319	0.61116	4.89064
134	1.87132	1.20498	7.75198	1.87132	0.609372	5.43326
135	1.87942	1.08561	7.70279	1.87942	0.607591	6.09538
136	1.8875	0.965998	7.65383	1.8875	0.605813	6.92324
137	1.89555	0.846338	7.6052	1.89555	0.604041	7.98601
138	1.90359	0.726448	7.5568	1.90359	0.602272	9.40239
139	1.91951	0.487526	7.46139	1.91951	0.598764	14.3046
140	1.92753	0.366465	7.41353	1.92753	0.596997	19.2299
141	1.93552	0.245402	7.36603	1.93552	0.595236	29.0162
142	1.9435	0.123996	7.3187	1.9435	0.593476	58.0238
143	1.95146	0.00253772	7.27171	1.95146	0.591721	2864.45
144	1.9594	-0.119223	7.22494	1.9594	0.589968	61.6004
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.236963	17.1855	17.1869	0.236963	1.03554	8.18811e-05
2	0.245476	17.1368	17.1591	0.245476	1.03255	0.0013
3	0.254213	17.0859	17.1288	0.254213	1.0295	0.00251207
4	0.263175	17.0328	17.0962	0.263175	1.02638	0.00372084
5	0.272359	16.9776	17.0614	0.272359	1.0232	0.00493559
6	0.281766	16.9202	17.0244	0.281766	1.01995	0.0061579
7	0.291392	16.8607	16.9852	0.291392	1.01665	0.0073861
8	0.301237	16.7991	16.944	0.301237	1.01328	0.00862715
9	0.311298	16.7355	16.901	0.311298	1.00986	0.00988816
10	0.321574	16.6698	16.856	0.321574	1.00638	0.0111645
11	0.332062	16.6022	16.8091	0.332062	1.00284	0.0124629
12	0.34276	16.5325	16.7605	0.34276	0.999254	0.0137911
13	0.353666	16.4609	16.7102	0.353666	0.995614	0.0151439
14	0.364778	16.3874	16.6582	0.364778	0.991924	0.016529
15	0.376094	16.3119	16.6047	0.376094	0.988186	0.0179513
16	0.387611	16.2345	16.5495	0.387611	0.984401	0.0194063
17	0.399328	16.1552	16.4929	0.399328	0.980571	0.0209051
18	0.411242	16.074	16.4348	0.411242	0.976698	0.0224455
19	0.423352	15.9908	16.375	0.423352	0.972782	0.0240269
20	0.435656	15.9058	16.314	0.435656	0.968826	0.0256624
21	0.448153	15.8189	16.2514	0.448153	0.964831	0.0273425
22	0.46084	15.73	16.1874	0.46084	0.960797	0.0290765
23	0.473718	15.6392	16.1219	0.473718	0.956727	0.0308653
24	0.486784	15.5463	16.0548	0.486784	0.952622	0.032707
25	0.500038	15.4516	15.9864	0.500038	0.948482	0.0346136
26	0.513479	15.3547	15.9163	0.513479	0.944309	0.0365764
27	0.527107	15.2558	15.8448	0.527107	0.940104	0.0386074
28	0.54092	15.1548	15.7717	0.54092	0.935867	0.0407029
29	0.554919	15.0517	15.697	0.554919	0.9316	0.0428687
30	0.569102	14.9464	15.6206	0.569102	0.927303	0.0451087
31	0.583471	14.8389	15.5426	0.583471	0.922978	0.0474227
32	0.598024	14.7291	15.4629	0.598024	0.918625	0.0498208
33	0.612762	14.617	15.3815	0.612762	0.914245	0.052299
34	0.627684	14.5026	15.2984	0.627684	0.909838	0.0548716
35	0.642791	14.3857	15.2134	0.642791	0.905405	0.0575327
36	0.658081	14.2665	15.1268	0.658081	0.900948	0.0602996
37	0.673556	14.1447	15.0382	0.673556	0.896466	0.0631664
38	0.689214	14.0205	14.9479	0.689214	0.89196	0.0661509
39	0.705055	13.8936	14.8557	0.705055	0.887432	0.0692492
40	0.721079	13.7642	14.7618	0.721079	0.882881	0.0724801
41	0.737284	13.6321	14.6659	0.737284	0.878309	0.0758412
42	0.753671	13.4973	14.5683	0.753671	0.873716	0.0793519
43	0.770238	13.3598	14.4688	0.770238	0.869103	0.0830125
44	0.786551	13.2283	14.3789	0.786551	0.86459	0.0869821
45	0.802184	13.1098	14.3068	0.802184	0.860295	0.0912995
46	0.817949	12.9877	14.2306	0.817949	0.855992	0.095703
47	0.833573	12.8675	14.1578	0.833573	0.851757	0.100279
48	0.849608	12.7396	14.0768	0.849608	0.847439	0.104967
49	0.865467	12.6147	14.0007	0.865467	0.843197	0.109866
50	0.881886	12.4798	13.9138	0.881886	0.838834	0.114911
51	0.897954	12.3512	13.8358	0.897954	0.834593	0.120199
52	0.914557	12.2127	13.7476	0.914557	0.83024	0.12568
53	0.931226	12.073	13.6594	0.931226	0.825899	0.1314
54	0.947835	11.9342	13.5736	0.947835	0.821601	0.137368
55	0.964983	11.7854	13.4779	0.964983	0.817193	0.143612
56	0.981827	11.6417	13.3893	0.981827	0.812892	0.150118
57	0.998872	11.4939	13.2976	0.998872	0.808567	0.156925
58	1.01558	11.3517	13.2132	1.01558	0.804356	0.16398
59	1.03289	11.1978	13.1174	1.03289	0.80002	0.171435
60	1.04974	11.0513	13.0309	1.04974	0.795825	0.179125
61	1.06705	10.8957	12.936	1.06705	0.791546	0.187255
62	1.08412	10.7434	12.8456	1.08412	0.787351	0.195681
63	1.10176	10.5794	12.7447	1.10176	0.783042	0.204667
64	1.11908	10.4202	12.6497	1.11908	0.778839	0.213963
65	1.13667	10.2543	12.5493	1.13667	0.774592	0.223808
66	1.15388	10.0941	12.4556	1.15388	0.770464	0.233951
67	1.17163	9.9222	12.3517	1.17163	0.76623	0.244858
68	1.18971	9.74277	12.2419	1.18971	0.761942	0.256514
69	1.20711	9.57349	12.1428	1.20711	0.757836	0.268378
70	1.22491	9.39493	12.0361	1.22491	0.753659	0.281131
71	1.24238	9.22005	11.9339	1.24238	0.749579	0.294342
72	1.26019	9.0368	11.8251	1.26019	0.745444	0.308553
73	1.27767	8.85645	11.7198	1.27767	0.741401	0.323309
74	1.29443	8.67706	11.6125	1.29443	0.737543	0.3383
75	1.29748	8.63934	11.5868	1.29748	0.736844	0.341169
76	1.30334	8.5691	11.5405	1.30334	0.735498	0.34676
77	1.31114	8.48284	11.4882	1.31114	0.733711	0.354289
78	1.32183	8.36342	11.4158	1.32183	0.731266	0.364966
79	1.33473	8.22331	11.3343	1.33473	0.728323	0.378315
80	1.34157	8.14279	11.284	1.34157	0.726765	0.385771
81	1.35021	8.04201	11.2221	1.35021	0.7248	0.395441
82	1.35721	7.96215	11.1745	1.35721	0.723211	0.403458
83	1.36863	7.8325	11.0984	1.36863	0.720622	0.416971
84	1.37615	7.74682	11.0484	1.37615	0.718919	0.426191
85	1.39064	7.58366	10.9555	1.39064	0.715647	0.44462
86	1.39907	7.48528	10.8981	1.39907	0.713748	0.455937
87	1.40751	7.38815	10.8427	1.40751	0.711851	0.467574
88	1.41716	7.27545	10.7781	1.41716	0.709681	0.481438
89	1.42607	7.17045	10.718	1.42607	0.707684	0.49474
90	1.43495	7.06542	10.6582	1.43495	0.705695	0.508505
91	1.4476	6.91564	10.5739	1.4476	0.702865	0.528987
92	1.45672	6.80577	10.5118	1.45672	0.700828	0.544538
93	1.46619	6.68959	10.4456	1.46619	0.698717	0.561464
94	1.48505	6.44603	10.3024	1.48505	0.694517	0.59826
95	1.49728	6.28276	10.2054	1.49728	0.691797	0.624348
96	1.50709	6.16053	10.1378	1.50709	0.689616	0.64561
97	1.51793	6.01888	10.057	1.51793	0.687207	0.670917
98	1.5283	5.88796	9.98541	1.5283	0.684907	0.695904
99	1.53854	5.75511	9.91182	1.53854	0.682636	0.722265
100	1.54811	5.63332	9.84624	1.54811	0.680515	0.747858
101	1.55797	5.50519	9.77674	1.55797	0.67833	0.775914
102	1.57111	5.3365	9.68732	1.57111	0.675423	0.815295
103	1.58067	5.21206	9.62137	1.58067	0.67331	0.845984
104	1.58993	5.09222	9.55887	1.58993	0.671265	0.877154
105	1.59929	4.96963	9.49495	1.59929	0.669198	0.910593
106	1.61512	4.76271	9.38882	1.61512	0.665703	0.971318
107	1.62427	4.642	9.32727	1.62427	0.663685	1.00932
108	1.63325	4.52374	9.26767	1.63325	0.661707	1.04867
109	1.64225	4.40415	9.20759	1.64225	0.659723	1.09066
110	1.65112	4.28644	9.14908	1.65112	0.65777	1.13443
111	1.66078	4.15722	9.08515	1.66078	0.655642	1.18539
112	1.66959	4.03931	9.02737	1.66959	0.653704	1.23488
113	1.67838	3.92102	8.96972	1.67838	0.651771	1.2876
114	1.68708	3.80354	8.91294	1.68708	0.649857	1.34333
115	1.69576	3.68583	8.85639	1.69576	0.647948	1.40282
116	1.70824	3.51607	8.77559	1.70824	0.645206	1.49585
117	1.71685	3.39824	8.71994	1.71685	0.643314	1.56602
118	1.7254	3.28089	8.66495	1.7254	0.641435	1.64104
119	1.73392	3.16341	8.61024	1.73392	0.639562	1.72182
120	1.74239	3.04628	8.55611	1.74239	0.637702	1.8087
121	1.75771	2.83317	8.45851	1.75771	0.634337	1.98553
122	1.76612	2.71552	8.40518	1.76612	0.632489	2.09524
123	1.7745	2.5979	8.35222	1.7745	0.630648	2.21499
124	1.78284	2.48034	8.29965	1.78284	0.628816	2.34617
125	1.79115	2.36276	8.24743	1.79115	0.62699	2.49059
126	1.79943	2.2452	8.19556	1.79943	0.625172	2.65026
127	1.80931	2.10438	8.13392	1.80931	0.623002	2.86524
128	1.81757	1.9861	8.08254	1.81757	0.621188	3.06956
129	1.82579	1.86786	8.03154	1.82579	0.619381	3.29986
130	1.83399	1.74951	7.98082	1.83399	0.617579	3.56174
131	1.84216	1.63115	7.93045	1.84216	0.615783	3.86189
132	1.85031	1.51268	7.88041	1.85031	0.613992	4.20955
133	1.86319	1.3244	7.80154	1.86319	0.61116	4.89064
134	1.87132	1.20498	7.75198	1.87132	0.609372	5.43326
135	1.87942	1.08561	7.70279	1.87942	0.607591	6.09538
136	1.8875	0.965998	7.65383	1.8875	0.605813	6.92324
137	1.89555	0.846338	7.6052	1.89555	0.604041	7.98601
138	1.90359	0.726448	7.5568	1.90359	0.602272	9.40239
139	1.91951	0.487526	7.46139	1.91951	0.598764	14.3046
140	1.92753	0.366465	7.41353	1.92753	0.596997	19.2299
141	1.93552	0.245402	7.36603	1.93552	0.595236	29.0162
142	1.9435	0.123996	7.3187	1.9435	0.593476	58.0238
143	1.95146	0.00253772	7.27171	1.95146	0.591721	2864.45
144	1.9594	-0.119223	7.22494	1.9594	0.589968	61.6004
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.236963	17.1855	17.1869	0.236963	1.03554	8.18811e-05
2	0.245476	17.1368	17.1591	0.245476	1.03255	0.0013
3	0.254213	17.0859	17.1288	0.254213	1.0295	0.00251207
4	0.263175	17.0328	17.0962	0.263175	1.02638	0.00372084
5	0.272359	16.9776	17.0614	0.272359	1.0232	0.00493559
6	0.281766	16.9202	17.0244	0.281766	1.01995	0.0061579
7	0.291392	16.8607	16.9852	0.291392	1.01665	0.0073861
8	0.301237	16.7991	16.944	0.301237	1.01328	0.00862715
9	0.311298	16.7355	16.901	0.311298	1.00986	0.00988816
10	0.321574	16.6698	16.856	0.321574	1.00638	0.0111645
11	0.332062	16.6022	16.8091	0.332062	1.00284	0.0124629
12	0.34276	16.5325	16.7605	0.34276	0.999254	0.0137911
13	0.353666	16.4609	16.7102	0.353666	0.995614	0.0151439
14	0.364778	16.3874	16.6582	0.364778	0.991924	0.016529
15	0.376094	16.3119	16.6047	0.376094	0.988186	0.0179513
16	0.387611	16.2345	16.5495	0.387611	0.984401	0.0194063
17	0.399328	16.1552	16.4929	0.399328	0.980571	0.0209051
18	0.411242	16.074	16.4348	0.411242	0.976698	0.0224455
19	0.423352	15.9908	16.375	0.423352	0.972782	0.0240269
20	0.435656	15.9058	16.314	0.435656	0.968826	0.0256624
21	0.448153	15.8189	16.2514	0.448153	0.964831	0.0273425
22	0.46084	15.73	16.1874	0.46084	0.960797	0.0290765
23	0.473718	15.6392	16.1219	0.473718	0.956727	0.0308653
24	0.486784	15.5463	16.0548	0.486784	0.952622	0.032707
25	0.500038	15.4516	15.9864	0.500038	0.948482	0.0346136
26	0.513479	15.3547	15.9163	0.513479	0.944309	0.0365764
27	0.527107	15.2558	15.8448	0.527107	0.940104	0.0386074
28	0.54092	15.1548	15.7717	0.54092	0.935867	0.0407029
29	0.554919	15.0517	15.697	0.554919	0.9316	0.0428687
30	0.569102	14.9464	15.6206	0.569102	0.927303	0.0451087
31	0.583471	14.8389	15.5426	0.583471	0.922978	0.0474227
32	0.598024	14.7291	15.4629	0.598024	0.918625	0.0498208
33	0.612762	14.617	15.3815	0.612762	0.914245	0.052299
34	0.627684	14.5026	15.2984	0.627684	0.909838	0.0548716
35	0.642791	14.3857	15.2134	0.642791	0.905405	0.0575327
36	0.658081	14.2665	15.1268	0.658081	0.900948	0.0602996
37	0.673556	14.1447	15.0382	0.673556	0.896466	0.0631664
38	0.689214	14.0205	14.9479	0.689214	0.89196	0.0661509
39	0.705055	13.8936	14.8557	0.705055	0.887432	0.0692492
40	0.721079	13.7642	14.7618	0.721079	0.882881	0.0724801
41	0.737284	13.6321	14.6659	0.737284	0.878309	0.0758412
42	0.753671	13.4973	14.5683	0.753671	0.873716	0.0793519
43	0.770238	13.3598	14.4688	0.770238	0.869103	0.0830125
44	0.786551	13.2283	14.3789	0.786551	0.86459	0.0869821
45	0.802184	13.1098	14.3068	0.802184	0.860295	0.0912995
46	0.817949	12.9877	14.2306	0.817949	0.855992	0.095703
47	0.833573	12.8675	14.1578	0.833573	0.851757	0.100279
48	0.849608	12.7396	14.0768	0.849608	0.847439	0.104967
49	0.865467	12.6147	14.0007	0.865467	0.843197	0.109866
50	0.881886	12.4798	13.9138	0.881886	0.838834	0.114911
51	0.897954	12.3512	13.8358	0.897954	0.834593	0.120199
52	0.914557	12.2127	13.7476	0.914557	0.83024	0.12568
53	0.931226	12.073	13.6594	0.931226	0.825899	0.1314
54	0.947835	11.9342	13.5736	0.947835	0.821601	0.137368
55	0.964983	11.7854	13.4779	0.964983	0.817193	0.143612
56	0.981827	11.6417	13.3893	0.981827	0.812892	0.150118
57	0.998872	11.4939	13.2976	0.998872	0.808567	0.156925
58	1.01558	11.3517	13.2132	1.01558	0.804356	0.16398
59	1.03289	11.1978	13.1174	1.03289	0.80002	0.171435
60	1.04974	11.0513	13.0309	1.04974	0.795825	0.179125
61	1.06705	10.8957	12.936	1.06705	0.791546	0.187255
62	1.08412	10.7434	12.8456	1.08412	0.787351	0.195681
63	1.10176	10.5794	12.7447	1.10176	0.783042	0.204667
64	1.11908	10.4202	12.6497	1.11908	0.778839	0.213963
65	1.13667	10.2543	12.5493	1.13667	0.774592	0.223808
